,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Yapı Tipi,Net Metrekare,Brüt Metrekare,Salon Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Aidat,Kira Getirisi,Banyo Sayısı,WC Sayısı,Site İçerisinde,Eşya Durumu,Kullanım Durumu,Fiyat Durumu,Yapı Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Takas,Fiyat
739,9124630,13 Ocak 2021,13 Ocak 2021,Konut,Satılık,Belirtilmemiş,310 m2,370 m2,Belirtilmemiş,4+2,4,14. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"6,550,000TL"
740,9124629,13 Ocak 2021,13 Ocak 2021,Konut,Satılık,Belirtilmemiş,145 m2,190 m2,Belirtilmemiş,4+1,5-10,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,775,000TL"
741,9124627,13 Ocak 2021,13 Ocak 2021,Konut,Satılık,Belirtilmemiş,175 m2,200 m2,Belirtilmemiş,4+1,20 Ve Üzeri,3. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,680,000TL"
742,9123256,13 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,321 m2,371 m2,56 m2,5+1,0 (Yeni),9. Kat,9,Yerden Isıtma,Belirtilmemiş,30.000 TL,4,4,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"12,500,000TL"
743,9123122,13 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,172 m2,225 m2,Belirtilmemiş,3+1,11-20,10. Kat,15,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"6,250,000TL"
744,9126481,14 Ocak 2021,14 Ocak 2021,Konut,Satılık,Belirtilmemiş,280 m2,300 m2,Belirtilmemiş,5+1,20 Ve Üzeri,6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"3,300,000TL"
745,9124293,13 Ocak 2021,10 Şubat 2021,Konut,Satılık,Betonarme,140 m2,175 m2,40 m2,4+1,2,10. Kat,12,Merkezi (Pay Ölçer),350 TL,0 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"4,500,000TL"
746,9123580,13 Ocak 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,120 m2,145 m2,35 m2,3+1,20 Ve Üzeri,1. Kat,6,Merkezi (Pay Ölçer),Belirtilmemiş,5.000 TL,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,595,000TL"
747,9126204,14 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,11-20,1. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,795,000TL"
748,9123176,13 Ocak 2021,18 Şubat 2021,Konut,Satılık,Betonarme,65 m2,80 m2,22 m2,2+1,20 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Belirtilmemiş,2.500 TL,1,Yok,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Yok,"795,000TL"
749,9126471,14 Ocak 2021,25 Ocak 2021,Konut,Satılık,Belirtilmemiş,135 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,250,000TL"
750,9123256,13 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,321 m2,371 m2,56 m2,5+1,0 (Yeni),9. Kat,9,Yerden Isıtma,Belirtilmemiş,30.000 TL,4,4,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"12,500,000TL"
751,9123122,13 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,172 m2,225 m2,Belirtilmemiş,3+1,11-20,10. Kat,15,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"6,250,000TL"
752,9126481,14 Ocak 2021,14 Ocak 2021,Konut,Satılık,Belirtilmemiş,280 m2,300 m2,Belirtilmemiş,5+1,20 Ve Üzeri,6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"3,300,000TL"
753,9124293,13 Ocak 2021,10 Şubat 2021,Konut,Satılık,Betonarme,140 m2,175 m2,40 m2,4+1,2,10. Kat,12,Merkezi (Pay Ölçer),350 TL,0 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"4,500,000TL"
754,9123580,13 Ocak 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,120 m2,145 m2,35 m2,3+1,20 Ve Üzeri,1. Kat,6,Merkezi (Pay Ölçer),Belirtilmemiş,5.000 TL,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,595,000TL"
755,9126204,14 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,11-20,1. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,795,000TL"
756,9123176,13 Ocak 2021,18 Şubat 2021,Konut,Satılık,Betonarme,65 m2,80 m2,22 m2,2+1,20 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Belirtilmemiş,2.500 TL,1,Yok,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Yok,"795,000TL"
757,9126471,14 Ocak 2021,25 Ocak 2021,Konut,Satılık,Belirtilmemiş,135 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,250,000TL"
758,9126460,14 Ocak 2021,25 Ocak 2021,Konut,Satılık,Belirtilmemiş,75 m2,90 m2,Belirtilmemiş,2+1,20 Ve Üzeri,7. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"750,000TL"
759,9126710,14 Ocak 2021,25 Ocak 2021,Konut,Satılık,Belirtilmemiş,100 m2,130 m2,Belirtilmemiş,3+1,0 (Yeni),8. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"975,000TL"
760,9123446,13 Ocak 2021,25 Ocak 2021,Konut,Satılık,Betonarme,180 m2,213 m2,42 m2,4+2,0 (Yeni),14. Kat,14,Merkezi (Pay Ölçer),300 TL,Belirtilmemiş,3,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"3,350,000TL"
761,9123554,13 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,147 m2,165 m2,30 m2,2+1,4,2. Kat,4,Merkezi Doğalgaz,60 TL,3.500 TL,2,1,Hayır,Eşyalı,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"875,000TL"
762,9126922,14 Ocak 2021,19 Şubat 2021,Konut,Satılık,Belirtilmemiş,145 m2,180 m2,35 m2,3+2,4,8. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,3,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"1,675,000TLarrow_downward"
763,9122988,13 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,65 m2,80 m2,Belirtilmemiş,2+1,0 (Yeni),1. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"925,000TL"
764,9122925,13 Ocak 2021,13 Şubat 2021,Konut,Satılık,Belirtilmemiş,125 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,280,000TL"
765,9120368,12 Ocak 2021,12 Ocak 2021,Konut,Satılık,Belirtilmemiş,135 m2,175 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,895,000TL"
766,9120136,12 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,117 m2,150 m2,Belirtilmemiş,3+1,2,8. Kat,12,Kombi Doğalgaz,210 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,850,000TL"
767,9120131,12 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,115 m2,150 m2,Belirtilmemiş,3+1,2,6. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,950,000TL"
768,9120050,12 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,287 m2,380 m2,Belirtilmemiş,4+2,4,14. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"6,550,000TL"
769,9118987,12 Ocak 2021,18 Şubat 2021,Konut,Satılık,Betonarme,310 m2,370 m2,Belirtilmemiş,4+2,4,14. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"6,550,000TL"
770,9119596,12 Ocak 2021,10 Şubat 2021,Konut,Satılık,Betonarme,110 m2,135 m2,35 m2,3+1,20 Ve Üzeri,2. Kat,3,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,200,000TL"
771,9116492,11 Ocak 2021,28 Ocak 2021,Konut,Satılık,Belirtilmemiş,140 m2,170 m2,Belirtilmemiş,4+2,0 (Yeni),11. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,300,000TL"
772,9115721,11 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,280,000TL"
773,9116493,11 Ocak 2021,28 Ocak 2021,Konut,Satılık,Belirtilmemiş,100 m2,120 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
774,9114054,11 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,170 m2,Belirtilmemiş,4+1,11-20,5. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,280,000TL"
775,9112732,10 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,88 m2,120 m2,Belirtilmemiş,3+1,1,7. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"830,000TL"
776,9112732,10 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,88 m2,120 m2,Belirtilmemiş,3+1,1,7. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,
777,9111914,10 Ocak 2021,10 Ocak 2021,Konut,Satılık,Belirtilmemiş,136 m2,175 m2,Belirtilmemiş,4+1,1,14. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"3,975,000TL"
778,9110856,09 Ocak 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,3,2. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,495,000TL"
779,9110856,09 Ocak 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,3,2. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,
780,9107516,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,100 m2,140 m2,Belirtilmemiş,3+1,4,3. Kat,12,Kombi Doğalgaz,200 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,300,000TL"
781,9107504,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,86 m2,110 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"875,000TL"
782,9107502,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,130 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,11. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,690,000TL"
783,9107503,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,103 m2,142 m2,Belirtilmemiş,3+1,2,6. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
784,9107500,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,92 m2,120 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,850,000TL"
785,9107512,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
786,9107509,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,109 m2,142 m2,Belirtilmemiş,3+1,0 (Yeni),2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,850,000TL"
787,9107509,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,109 m2,142 m2,Belirtilmemiş,3+1,0 (Yeni),2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,
788,9107509,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,109 m2,142 m2,Belirtilmemiş,3+1,0 (Yeni),2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,
789,9108183,08 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"920,000TL"
790,9107799,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,83 m2,101 m2,32 m2,2+1,4,2. Kat,6,Kombi Doğalgaz,Belirtilmemiş,4.750 TL,2,2,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"1,800,000TL"
791,9108390,08 Ocak 2021,09 Ocak 2021,Konut,Satılık,Belirtilmemiş,140 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"850,000TL"
792,9107519,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,60 m2,70 m2,Belirtilmemiş,2+1,0 (Yeni),2. Kat,10,Kat Kaloriferi,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"950,000TL"
793,9108400,08 Ocak 2021,11 Ocak 2021,Konut,Satılık,Belirtilmemiş,90 m2,127 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
794,9107518,08 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,50 m2,70 m2,Belirtilmemiş,1+1,0 (Yeni),1. Kat,8,Kombi Doğalgaz,230 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"820,000TL"
795,9104648,08 Ocak 2021,09 Ocak 2021,Konut,Satılık,Belirtilmemiş,94 m2,125 m2,Belirtilmemiş,3+1,2,3. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,790,000TL"
796,9104647,08 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
797,9104649,08 Ocak 2021,09 Ocak 2021,Konut,Satılık,Belirtilmemiş,105 m2,125 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,290,000TL"
798,9106040,08 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,150 m2,190 m2,Belirtilmemiş,4+1,5-10,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,775,000TL"
799,9104654,08 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,180 m2,215 m2,Belirtilmemiş,4+1,20 Ve Üzeri,3. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,680,000TL"
800,9104652,08 Ocak 2021,09 Ocak 2021,Konut,Satılık,Belirtilmemiş,140 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,100,000TL"
801,9104650,08 Ocak 2021,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,125 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"1,280,000TL"
802,9105708,08 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,188 m2,235 m2,Belirtilmemiş,3+2,3,8. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"3,100,000TL"
803,9105708,08 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,188 m2,235 m2,Belirtilmemiş,3+2,3,8. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,
804,9106311,08 Ocak 2021,18 Şubat 2021,Konut,Satılık,Betonarme,95 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,985,000TLarrow_downward"
805,9106534,08 Ocak 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,147 m2,165 m2,Belirtilmemiş,2+1,4,1. Kat,4,Merkezi (Pay Ölçer),60 TL,3.000 TL,2,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"875,000TL"
806,9105623,08 Ocak 2021,16 Şubat 2021,Konut,Satılık,Betonarme,150 m2,190 m2,45 m2,4+1,5-10,2. Kat,4,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,775,000TL"
807,9102934,07 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,82 m2,88 m2,24 m2,2+1,0 (Yeni),Yüksek Giriş,10,Kombi Doğalgaz,0 TL,2.750 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"725,000TL"
808,9102934,07 Ocak 2021,15 Şubat 2021,Konut,Satılık,Betonarme,82 m2,88 m2,24 m2,2+1,0 (Yeni),Yüksek Giriş,10,Kombi Doğalgaz,0 TL,2.750 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,
809,9099446,06 Ocak 2021,12 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,9,Merkezi (Pay Ölçer),380 TL,Belirtilmemiş,2,2,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,050,000TL"
810,9095994,05 Ocak 2021,17 Şubat 2021,Konut,Satılık,Betonarme,130 m2,170 m2,Belirtilmemiş,4+1,4,2. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,495,000TL"
